,name,main_artist,release_date,duration_ms,popularity,explicit,album_type,track_id,main_artist_id,genre,list_country,ranking
64,Soranji,Mrs. GREEN APPLE,2023-07-04,343253,75,False,album,3YML5IHoqWbw9c9vJJvrvM,4QvgGvpgzgyUOo8Yp8LDm9,anime rock,japan,15
65,Perfect Night,LE SSERAFIM,2023-10-27,159080,90,False,single,74X2u8JMVooG2QbjRxXwR8,4SpbR6yFEvexJuaBpgAU5p,k-pop girl group,japan,16
66,タイムパラドックス,Vaundy,2024-01-07,226557,75,False,single,3jNwPOqdPvQIr5dRT0hzgY,2IUl3m1H1EQ7QfNbNWvgru,j-pop,japan,17
67,勇者,YOASOBI,2023-10-04,194266,77,False,album,0YTM7bCx451c6LQbkddy4Q,64tJ2EAv1R6UaZqc4iOCyj,j-pop,japan,18
68,ただ君に晴れ,ヨルシカ,2018-05-09,198971,78,False,album,3wJHCry960drNlAUGrJLmz,4UK2Lzi6fBfUi9rpDt6cik,j-pop,japan,19
69,Any angle,乃紫,2024-01-05,127925,61,False,single,4KiY8v1cM2S8BS8ob2IGVg,2rUfBClgdqQ4Svcg0A6gIl,,japan,20
70,SOULSOUP,OFFICIAL HIGE DANDISM,2023-12-13,314469,63,False,single,1JrxwbZ9u0VNwemdcJwZNi,5Vo1hnCRmCM6M4thZCInCj,anime,japan,21
71,花になって - Be a flower,Ryokuoushoku Shakai,2023-10-29,199333,79,False,single,2EmkTBTh964LQen4Vz0svg,4SJ7qRgJYNXB9Yttzs4aSa,j-pop,japan,22
72,青と夏,Mrs. GREEN APPLE,2019-10-01,270026,75,False,album,5BC6kr6etk2Y9J62AyI4i3,4QvgGvpgzgyUOo8Yp8LDm9,anime rock,japan,23
73,青のすみか,Tatsuya Kitani,2024-01-10,196640,73,False,album,3zbKiko8V3u2yn1RcT8xBZ,7mvhRvEAHiCTQHUnH7fgnv,japanese electropop,japan,24
74,Hana,Fujii Kaze,2023-10-12,246699,66,False,single,02tNuntKQsoou5T4O8meyh,6bDWAcdtVR3WHz2xtiIPUi,japanese teen pop,japan,25
75,ビリミリオン,Yuuri,2023-03-29,228760,75,False,album,7M0dIdZWN1FDcveRdoOzbZ,0ixzjrK1wkN2zWBXt3VW3W,j-pop,japan,26
76,Subtitle,OFFICIAL HIGE DANDISM,2022-10-12,305509,60,False,single,4zrKPIygugUDKGFEjVwpSB,5Vo1hnCRmCM6M4thZCInCj,anime,japan,27
77,Cruel Summer,Taylor Swift,2019-08-23,178426,99,False,album,1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02,pop,japan,28
78,more than words,Hitsujibungaku,2023-12-06,289173,74,False,album,2kXER8pkjxDVQnlagpVJJw,6S8w5rLsEwjN21jQeRES0n,j-rock,japan,29
79,春愁,Mrs. GREEN APPLE,2023-12-01,183800,45,False,album,0OeTb9sIQTNq313HQHv9TM,4QvgGvpgzgyUOo8Yp8LDm9,anime rock,japan,30
80,点描の唄,Mrs. GREEN APPLE,2023-12-01,307120,44,False,album,7Md0Rk4s9khBtVpSD03bWl,4QvgGvpgzgyUOo8Yp8LDm9,anime rock,japan,31
81,水平線,back number,2023-01-17,288013,74,False,album,3RvdkNMcSy71m0aT6UF9Uf,6rs1KAoQnFalSqSU4LTh8g,j-pop,japan,32
82,GOAT,Number_i,2024-01-01,157200,78,False,single,18mkDTCwDfZyTJNYieHxhQ,4XFkDALFTsSHVnRtJSsaMN,,japan,33
83,rendez-vous,shy taupe,2024-01-17,238506,47,False,album,77mI5OSGIIPKxHXBkHOySy,26JbIcCELE7o1nl8pw6Vlg,modern j-rock,japan,34
84,インフェルノ,Mrs. GREEN APPLE,2019-10-01,211600,76,False,album,2vOAHp8PBBFYqvQUWSoITY,4QvgGvpgzgyUOo8Yp8LDm9,anime rock,japan,35
85,最高到達点,SEKAI NO OWARI,2023-09-17,227469,77,False,single,2hXPmiqKdXcbV0L1VKnTDN,7HwzlRPa9Ad0I8rK0FPzzK,anime,japan,36
86,美しい鰭,SPITZ,2023-05-17,211920,74,False,album,1H3qOzheTPhE7aVvJOWfvA,5kjGRHClVacSyllOUqU1S0,classic j-pop,japan,37
87,高嶺の花子さん,back number,2014-03-26,294813,75,False,album,2jdbZGFp8KVTuk0YxDNL4l,6rs1KAoQnFalSqSU4LTh8g,j-pop,japan,38
88,なんでもないよ、,Macaroni Empitsu,2022-01-12,219252,74,False,album,5W7Y92LB4jWvu9NeEQ0GZl,1t17z3vfuc82cxSDMrvryJ,anime,japan,39
89,I'm a mess,MY FIRST STORY,2022-08-24,251333,73,False,album,5m21ZR5lO6U0tp9KENxuCc,6cutt8thPFUICMfxaYerWd,j-pop,japan,40
90,花束,back number,2011-10-26,286053,74,False,album,3QIAwtEEDOrv0g5NKCGrXZ,6rs1KAoQnFalSqSU4LTh8g,j-pop,japan,41
91,W / X / Y,Tani Yuuki,2021-12-08,278118,58,False,album,3cBghvTcQNDNkW98Y4eGaP,0B1ce3uNrzkdm76NXI4mhX,j-pop,japan,42
92,群青,YOASOBI,2021-01-06,248026,77,False,album,1zd35Y44Blc1CwwVbW3Qnk,64tJ2EAv1R6UaZqc4iOCyj,j-pop,japan,43
93,祝福,YOASOBI,2023-10-04,192400,76,False,album,1VoTe7qVyqyMNLgZpQeugO,64tJ2EAv1R6UaZqc4iOCyj,j-pop,japan,44
94,HAPPY BIRTHDAY,back number,2023-01-18,258600,40,False,album,1lyDrDkuV5HsD1vfmAxbPI,6rs1KAoQnFalSqSU4LTh8g,j-pop,japan,45
95,ベテルギウス,Yuuri,2022-01-12,230600,75,False,album,4JK1kDUdH9RTBQrrSO1QfR,0ixzjrK1wkN2zWBXt3VW3W,j-pop,japan,46
96,カメレオン,King Gnu,2022-02-28,193990,75,False,single,0J0P8iSE6l3pYHbUdNFYdS,6wxfx1yhyqjCPYwwxJktR2,j-pop,japan,47
97,OMG,NewJeans,2023-01-02,212253,87,False,single,65FftemJ1DbbZ45DUfHJXE,6HvZYsbFfjnjFrWF950C9d,k-pop,japan,48
98,Ditto,NewJeans,2022-12-19,185506,85,False,single,3r8RuvgbX9s7ammBn07D3W,6HvZYsbFfjnjFrWF950C9d,k-pop,japan,49
99,Love Song,マルシィ,2023-11-29,258306,51,False,album,7dPdKXZjt04R6Ne7vWXZIh,7oQ6zxSp4eQjvVkk9rGIDV,japanese teen pop,japan,50
100,CARNIVAL,¥$,2024-02-09,264324,33,True,album,3w0w2T288dec0mgeZZqoNN,4xPQFgDA5M2xa0ZGo5iIsv,,usa,1
101,TEXAS HOLD 'EM,Beyoncé,2024-02-10,235636,0,True,single,7AYmToZ5y67fBjq4RLFbuq,6vWDO969PvNqNYHIOW5v0m,pop,usa,2
102,Beautiful Things,Benson Boone,2024-01-18,180304,97,False,single,6tNQ70jh4OwmPGpYy6R2o9,22wbnEMDvgVIAGdFeek6ET,singer-songwriter pop,usa,3
103,Stick Season,Noah Kahan,2022-10-14,182346,98,False,album,0mflMxspEfB0VbI1kyLiAv,2RQXRUsr4IW1f3mKyKsy4B,pov: indie,usa,4
104,redrum,21 Savage,2024-01-12,270697,97,True,album,52eIcoLUM25zbQupAZYoFh,1URnnhqYAYcrqrcwql10ft,atl hip hop,usa,5
105,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-25,227195,94,False,album,4KULAymBBJcPRpk1yO4dOG,40ZNYROS4zLfyyBSs2PGe2,classic oklahoma country,usa,6
106,Lovin On Me,Jack Harlow,2023-11-10,138411,99,True,single,4xhsWYTOGcal8zt0J161CU,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,usa,7
107,BURN,¥$,2024-02-09,111458,29,True,album,04CyMEHliadfQWMUJb1w99,4xPQFgDA5M2xa0ZGo5iIsv,,usa,8
108,Never Lose Me,Flo Milli,2023-11-30,125901,93,True,single,6uTPdRrEDeH8Fyg5L5qmeU,08PvCOlef4xdOr20jFSTPd,viral rap,usa,9
109,My Love Mine All Mine,Mitski,2023-09-15,137773,99,False,album,3vkCueOmm7xQDoJ17W1Pm3,2uYWxilOVlUdk4oV9DvwqK,brooklyn indie,usa,10
110,FUK SUMN,¥$,2024-02-09,209577,30,True,album,5tEaVciE2GnR28aN6W9cLS,4xPQFgDA5M2xa0ZGo5iIsv,,usa,11
111,La Diabla,Xavi,2023-11-30,172264,99,False,single,0R6NfOiLzLj4O5VbYSJAjf,3Me35AWHCGqW4sZ7bWWJt1,sad sierreno,usa,12
112,BACK TO ME,¥$,2024-02-09,295471,30,True,album,1icgLGTpX2fQXKRe4D7w2b,4xPQFgDA5M2xa0ZGo5iIsv,,usa,13
113,Cruel Summer,Taylor Swift,2019-08-23,178426,99,False,album,1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02,pop,usa,14
114,Snooze,SZA,2022-12-09,201800,94,True,album,4iZ4pt7kvcaH6Yo8UoZ4s2,7tYKF4w9nC0nq9CsPZTHyP,pop,usa,15
115,Lose Control,Teddy Swims,2023-09-15,210688,93,False,album,17phhZDn6oGtzMe56NuWvj,33qOK5uJ8AR2xuQQAhHump,,usa,16
116,ONE CALL,Rich Amiri,2023-11-17,121399,85,True,album,69phA1R4gmQsBFRQ3INW8C,2sF5nNXnrrsCPZlt8ZpyGd,rage rap,usa,17
117,500lbs,Lil Tecca,2023-09-22,144390,88,True,album,6rjuKpPydT2SxN15TZpV7r,4Ga1P7PMIsmqEZqhYZQgDo,melodic rap,usa,18
118,greedy,Tate McRae,2023-09-15,131872,100,True,single,3rUGC1vUpkDG9CZFHMur1t,45dkTj5sMRSjrmBSBeiHym,alt z,usa,19
119,Something in the Orange,Zach Bryan,2022-04-22,228013,91,False,single,3WMj8moIAXJhHsyLaqIIHI,40ZNYROS4zLfyyBSs2PGe2,classic oklahoma country,usa,20
120,La Víctima,Xavi,2023-08-17,156345,96,True,single,5XVdHRf4CAJ2Jm0uMIy5qY,3Me35AWHCGqW4sZ7bWWJt1,sad sierreno,usa,21
121,Last Night,Morgan Wallen,2023-03-03,163854,87,True,album,7K3BhSpAxZBznislvUMVtn,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,usa,22
122,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,2023-10-06,319191,93,True,album,1yeB8MUNeLo9Ek1UEpsyz6,3TVXtAsR1Inumwj472S9r4,canadian hip hop,usa,23
123,Father Stretch My Hands Pt. 1,Kanye West,2016-06-10,135920,91,True,album,4KW1lqgSr8TKrvBII0Brf8,5K4W6rqBFWDnAN6FQUkS6x,chicago rap,usa,24
124,STARS,¥$,2024-02-09,115238,32,True,album,347AQK5Lyhn6RvB8tBGYxt,4xPQFgDA5M2xa0ZGo5iIsv,,usa,25
125,FE!N (feat. Playboi Carti),Travis Scott,2023-07-28,191700,93,True,album,42VsgItocQwOQC3XWZ8JNA,0Y5tJX1MQlPlqiwlOH1tJY,hip hop,usa,26
126,Forever,Noah Kahan,2024-02-09,268353,82,False,album,0FlwhvrncUKrEAhzunmCKm,2RQXRUsr4IW1f3mKyKsy4B,pov: indie,usa,27
127,I KNOW ?,Travis Scott,2023-07-28,211582,93,True,album,6wsqVwoiVH2kde4k4KKAFU,0Y5tJX1MQlPlqiwlOH1tJY,hip hop,usa,28
128,DO IT,¥$,2024-02-09,225000,28,True,album,2iGvsJuc2mC4mDVOVMNAP6,4xPQFgDA5M2xa0ZGo5iIsv,,usa,29
129,16 CARRIAGES,Beyoncé,2024-02-09,233521,79,False,single,3Fwebmu4BzPUpDtPZo0qHb,6vWDO969PvNqNYHIOW5v0m,pop,usa,30
130,Surround Sound (feat. 21 Savage & Baby Tate),JID,2022-10-31,229938,94,True,album,1udwFobQ1JoOdWPQrp2b6u,6U3ybJ9UHNKEdsH7ktGBZ7,hip hop,usa,31
131,TALKING,¥$,2024-02-09,185110,29,True,album,1eaqMiiUn2P7MnqJK4XeK0,4xPQFgDA5M2xa0ZGo5iIsv,,usa,32
132,vampire,Olivia Rodrigo,2023-09-08,219724,95,True,album,1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG,pop,usa,33
133,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2024-02-09,244684,73,False,album,1VNWdmXSbaNrnWod10WIL0,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,usa,34
134,IDGAF (feat. Yeat),Drake,2023-10-06,260111,92,True,album,2YSzYUF3jWqb9YP9VXmpjE,3TVXtAsR1Inumwj472S9r4,canadian hip hop,usa,35
135,Yeah! (feat. Lil Jon & Ludacris),USHER,2004-03-23,250373,89,False,album,5rb9QrpfcKFHM1EUbSIurX,23zg3TcAtWQy7J6upgbUnj,atl hip hop,usa,36
136,Feather,Sabrina Carpenter,2023-03-17,185552,93,True,album,2Zo1PcszsT9WQ0ANntJbID,74KM79TiuVKeVCqs8QtB0B,pop,usa,37
137,Thinkin’ Bout Me,Morgan Wallen,2023-03-03,177387,88,False,album,0PAcdVzhPO4gq1Iym9ESnK,4oUHIQIBe0LHzYfvXNW4QM,contemporary country,usa,38
138,Heartless,Kanye West,2008-11-24,211000,91,False,album,4EWCNWgDS8707fNSZ1oaA5,5K4W6rqBFWDnAN6FQUkS6x,chicago rap,usa,39
139,act ii: date @ 8,4batz,2023-12-15,113684,89,True,single,4HMop4Re0iucehmF7mgV27,5fi7lIgJGH3RgUpJYcffQ7,,usa,40
140,Agora Hills,Doja Cat,2023-09-20,265360,85,True,album,5PyDJG7SQRgWXefgexqIge,5cj0lLjcoR7YOSnhnX0Po5,dance pop,usa,41
141,Bandit,Don Toliver,2024-02-01,147746,86,True,single,7sTyAjxDXq9afwfSQy6D0s,4Gso3d4CscCijv0lmajZWs,pop rap,usa,42
142,Fast Car,Luke Combs,2023-03-24,265493,89,False,album,1Lo0QY9cvc8sUB2vnIOxDT,718COspgdWOnwOFpJHRZHS,contemporary country,usa,43
143,No Role Modelz,J. Cole,2014-12-09,292799,91,True,album,68Dni7IE4VyPkTOH9mRWHr,6l3HvQ5sa6mXTsMTB19rO5,conscious hip hop,usa,44
144,Lovers Rock,TV Girl,2014-06-05,213920,91,False,album,6dBUzqjtbnIa1TwYbyw5CM,0Y6dVaC9DZtPNH4591M42W,pov: indie,usa,45
145,Praise Jah In The Moonlight,YG Marley,2023-12-27,263040,92,True,single,3h5TiWTqGxjSjFrbruPFH9,0n4Fao9kbjgM76RmVlfSwr,,usa,46
146,PAID,¥$,2024-02-09,195117,30,True,album,2y4ZR0BUAVePljHSsZyIgj,4xPQFgDA5M2xa0ZGo5iIsv,,usa,47
147,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,2024-01-12,260370,96,False,album,6XaJfhwof7qIgbbXO5tIQI,1U1el3k54VvEUzo3ybLPlM,colombian pop,usa,48
148,VULTURES,¥$,2024-02-09,276986,26,True,album,3SIRBp4RRQ2AO5H4NO7xfq,4xPQFgDA5M2xa0ZGo5iIsv,,usa,49
149,Home,Good Neighbours,2024-01-17,157485,83,False,single,6dpLxbF7lfCAnC9QRTjNLK,52N3KGrTWDRhdQJrgBTofE,,usa,50
150,POPO,Stormy,2024-02-09,191666,57,False,album,7B0k8YTfKzj9BGVaLYXtub,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,1
151,NIKEY,Stormy,2024-02-09,273454,62,False,album,3pkKb7bj2eVQjNaHOGzYSf,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,2
152,MARADONA,Stormy,2024-02-09,160000,61,False,album,1GxUG5xWcY2R9hQ3NcE5ya,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,3
153,BLUE LOVE,ElGrandeToto,2023-11-24,187826,69,True,album,0YZ2ANy2Hhf21koqFpph5F,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,4
154,3ADI JIDAN,Dada,2024-01-04,172500,66,True,album,2wNNXprT139bOoaBGmc12V,7prKK2GchmQEkgUsAFXEz0,rap maroc,morocco,5
155,DELLALI (feat. Hamza),ElGrandeToto,2023-11-24,182053,66,True,album,2oMCQhVDHhzKEHk5rN6T1E,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,6
156,AMIRA,Stormy,2024-02-09,168000,58,False,album,134X1F3lVFm1hPvggYClvm,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,7
157,3DABI,Draganov,2023-07-20,202000,68,True,single,0e6eVGeec6asBnmE4gTYqA,2g8Pu5gVtDpkYGsP3RLepJ,rap maroc,morocco,8
158,MAGHRIBI,ElGrandeToto,2023-11-24,254800,68,True,album,01GVrWU4CZgZyHFMShuQb1,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,9
159,RALLY DAKAR,Stormy,2024-02-09,205000,57,False,album,6RFjHcQlq5ielUHwYec9xS,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,10
160,Mimti,Duke,2023-12-30,198595,65,False,single,6MZ3lIqUARBkZEDERr6tlF,6JLJjTC6pSfJousfGwdn6r,moroccan pop,morocco,11
161,ELVIS,Stormy,2024-02-09,186000,56,False,album,3DkAOxcXbO7iqrBkbTqWYR,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,12
162,SO HIGH,Stormy,2024-02-09,236000,55,False,album,4nQfvKT9yLvccSIpQgJ8ME,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,13
163,BGHAWNI,ElGrandeToto,2023-11-24,197466,66,True,album,1wrvsIADrnhWKBCw27UxZ9,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,14
164,SEYA,GIMS,2022-12-02,188484,66,False,album,3bdJXs70t2ybhfrDH6zyv4,0GOx72r5AAEKRGQFn3xqXK,french hip hop,morocco,15
165,MOON,Stormy,2024-02-09,209000,55,False,album,4FK1eYp1arE2jiuAgluOtt,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,16
166,RBI M3ANA,Stormy,2024-02-09,205000,55,False,album,0TeZxZZUZUoNXRcSglL7h4,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,17
167,3ALAMI,Stormy,2024-02-09,183000,55,False,album,6SNXfPwMUeq7kti2203Po1,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,18
168,DON CORLEONE,Stormy,2024-02-09,212000,55,False,album,2wTLmzA0AfXYNJiwHaPIZa,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,19
169,Hyati,Duke,2023-09-23,155302,64,False,single,1p6ewW5oS6NerlFRbQ3Mow,6JLJjTC6pSfJousfGwdn6r,moroccan pop,morocco,20
170,TRAP ROUMI V5,kouz1,2023-12-31,244800,59,True,single,5lLOq77WKo2UMY4Y7w22oL,3siTsIx6IEreSUva7pVnZ8,moroccan pop,morocco,21
171,Allo Oui,Cheb Hichem TGV,2023-11-24,200040,66,False,single,0FvnIUp3c3YRawAkprTCp6,3EJQjKomRx3gpoYmP1bEIl,rai,morocco,22
172,Rouhi,Zouhair Bahaoui,2024-01-25,181578,58,False,single,2qxPBeL2Q8jRnDv6EPK18A,0CaWnepnGfVPs8uNwOzav6,moroccan pop,morocco,23
173,FRENEMY,Stormy,2024-02-09,252000,55,False,album,5ggukAxG79n6EAhjb7x66G,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,24
174,Dawk Lya,Snor,2021-01-21,148800,52,True,single,4JaAz4mEXpAdO8CKjCDjVx,7LC7LQ1f1CzaRLobFcblZN,rap maroc,morocco,25
175,La,DYSTINCT,2023-06-08,148328,76,False,album,5XF583kr3Eojotxl6SOKF0,1cKyknhftNKXCjMBd2hDrG,belgian hip hop,morocco,26
176,شوفو لامور مادار فيا,Bilel Tacchini,2023-12-09,186036,62,False,single,0yvcSDx1WMdxnUHhqG7PEh,2QtIVRuCdO2a4RWyoF4ayb,rai,morocco,27
177,Si tu savais,Anys,2020-05-17,192340,58,False,single,2XoeD3lix5eVNEa40ZFtHW,1YjFEw5PirL57vHDoCMkhw,rap maroc,morocco,28
178,RAZONES (feat. Morad),ElGrandeToto,2023-11-24,184253,65,True,album,62OmBF30kfTb0XLbGZPeTS,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,29
179,SWEETCHY,Dada,2024-01-04,151000,60,True,album,0c3oj5HJnYj2bbMEoabmiY,7prKK2GchmQEkgUsAFXEz0,rap maroc,morocco,30
180,Zarzour,Lartiste,2023-06-22,199586,69,True,single,7t4XOS9MpF1pC0OBLnMiDy,6HhnhnxLsowYuuejvku0Bz,french hip hop,morocco,31
181,AWAH,Stormy,2024-02-09,169000,53,False,album,3C6uHDNRwV2bQAJKesvK4b,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,32
182,DIAMOND,Stormy,2024-02-09,160000,52,False,album,4mQGTKD7TeJpptoLdDbNX9,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,33
183,KHOYA,Stormy,2024-02-09,140000,53,False,album,13WjCAeVRlXljDjvxvrZyM,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,34
184,Still Alive,Raste,2023-04-28,235139,62,False,single,0RNLOJuaBDGzg7oS4qS8OT,7hblKQxMowm5BZpxUjcYQT,rap maroc,morocco,35
185,ZIGZAG,Bo9al,2023-09-30,168042,61,True,single,2Pn4RjpmuYRMJTXWzTonXn,0DF2Pcrc3dY80zqbmgKHCF,rap maroc,morocco,36
186,ICEBERG,Stormy,2024-02-09,106000,53,False,album,4sFsLnDKy6xRxIrZx5tP54,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,37
187,Love Me Again,V,2023-08-11,182293,91,False,single,2N0SPREDYqILVEFSsWF5N5,3JsHnjpbhX4SnySpvpa9DK,j-division,morocco,38
188,KIF KIF,Lbenj,2023-07-16,227826,62,False,single,23iRPid7TsITfNxKGL0toM,1H0D7p5aN8tGG8DPLt0Nbv,arabic hip hop,morocco,39
189,Tiki Taka,Soolking,2024-02-01,165353,72,False,single,0K55ldOka1q2n10pRLSTvs,0GgY7hjMoGDsX8ZDe2mwds,french hip hop,morocco,40
190,FOUTINI,Bo9al,2023-02-14,239916,59,True,single,5w7eAmcnRKFo1SwYAcpdHg,0DF2Pcrc3dY80zqbmgKHCF,rap maroc,morocco,41
191,Minuit,7liwa,2024-02-07,207240,54,False,single,4Qwzw8eFrFYUkegexOtyNm,7fmcLXdUj5tVr806b7Uzt3,arabic hip hop,morocco,42
192,Di Mochkila,Oualid,2024-01-05,145783,68,False,single,3iEya2BDyWT88tM8fOJJx3,60tsxRkHtGIlk3IW8U8O2y,dutch hip hop,morocco,43
193,MATAL3ACH,7ari,2024-02-14,175172,36,True,single,55T3HvQKuTr6N57mMoIgMc,292jMVlKq180yzi8WRaVU6,arabic hip hop,morocco,44
194,Qui sait ? (feat. ElGrandeToto),Niro,2023-02-10,190786,68,True,album,3ejjmzEsUfObGdmmQRVmM2,1wAtSe79kItIb9nf5EhI2Q,french hip hop,morocco,45
195,Fatou Liyam,Cheb Hichem TGV,2024-02-07,324048,53,False,single,6yElpSxAmGJ5w4UFtHyS6c,3EJQjKomRx3gpoYmP1bEIl,rai,morocco,46
196,Machi Lkhatri,Figoshin,2024-01-11,209070,58,False,single,5BSg7yE6EmP6hSdhjPy0J0,7vg7wkmGzMEM7p2ZkMPHJS,rap maroc,morocco,47
197,SULTAN,ElGrandeToto,2023-11-24,204426,61,True,album,7AghOMSZrtR7DkfWxLuRDs,4BFLElxtBEdsdwGA1kHTsx,arabic hip hop,morocco,48
198,Mizane,Stormy,2021-02-05,177049,55,False,single,0SaMca4zsaUTTzNv5haull,5Do9u0GoN4gFn6Nk8NGDhh,rap maroc,morocco,49
199,Talet Lghiba,Mocci,2022-11-25,211230,63,False,single,6vEtT2Vu5MprdI69pATbLm,14u942JWc8Zz1O9M4z2WO1,moroccan pop,morocco,50
200,Perna Bamba,Parangolé,2023-12-15,127220,77,False,album,6fcQIY5VSFNrK4YzDoljPQ,2v5eqze59fqRes2e5QVGhf,axe,brasil,1
201,Macetando,Ivete Sangalo,2023-12-15,167786,85,False,single,6eJUG282cUKuIoa72sEsqO,7dzq55YG3wjViqexDwiycQ,arrocha,brasil,2
202,POCPOC,PEDRO SAMPAIO,2023-11-23,127384,89,False,single,0oQCRjrWGvkqkdf82UlXI3,5wbf52LA6kcaboHSN6NEF1,funk carioca,brasil,3
203,Baby Eu Tava na Rua da Água,TR,2023-12-01,115846,84,True,single,4sAoshwHCmh4IHMQxZHwRD,2CotyFTVKWR1jJLPTrrjdu,,brasil,4
204,Let's Go 4,Dj GBR,2023-08-29,641941,89,True,single,2InS5VWKJQbsFBKOsf1cJB,0IhzJFf4QBEz0ifqLwScKV,rave funk,brasil,5
205,Dia de Fluxo,AgroPlay,2023-12-18,133610,86,False,single,6GmyQws2xpUFIN5dXBNTrl,0uGWkZRPp1Urk77XBrPBsZ,agronejo,brasil,6
206,Tenho Que Me Decidir,MC PH,2023-11-29,232258,86,True,album,697gwO5YoSGVAnlfREIZll,4PLdCloYxu2bMKfuuB9lI5,funk consciente,brasil,7
207,Me Leva Pra Casa / Escrito Nas Estrelas / Saudade - Ao Vivo,Lauana Prado,2023-10-12,265450,88,False,album,2sYFUcurlISdHlAsnYCEgD,6TYimByryGphZCtwYopH0y,sertanejo,brasil,8
208,Barulho Do Foguete - Ao Vivo,Zé Neto & Cristiano,2023-06-22,133546,88,False,album,42JNab8NPeCADJ9D3Cl5wS,487N2T9nIPEHrlTZLL3SQs,agronejo,brasil,9
209,Tipo Hollywood,Mc Ws da leste,2023-09-19,109384,84,False,single,6nvbXA95vgyThzj2Tbhank,5Rs4gTYf15iES8jXZqhx2L,,brasil,10
210,Loucura,Borges,2023-12-13,179945,84,True,album,4QCwvUs4ob87Tq9VP07Uo3,6jBww4kwlSrjaNYP7AQPtX,trap brasileiro,brasil,11
211,Canudinho - Ao Vivo,Gusttavo Lima,2024-01-25,124511,74,False,album,3wShSQczmwl6BwPqzRy1J9,7MiDcPa6UiV3In7lIM71IN,agronejo,brasil,12
212,Anestesiado - Ao Vivo,Murilo Huff,2023-11-16,172548,85,False,single,7vCtJ5u7dFM4tAWtgFf4l8,3hq7WoPJsrRP0KMSLhUgRz,arrocha,brasil,13
213,DEJA VU,Luan Santana,2023-12-07,199827,89,False,single,2IDf0IZ9dfw0uDYV2n1bJc,3qvcCP2J0fWi0m0uQDUf6r,arrocha,brasil,14
214,Praise Jah In The Moonlight,YG Marley,2023-12-27,263040,92,True,single,3h5TiWTqGxjSjFrbruPFH9,0n4Fao9kbjgM76RmVlfSwr,,brasil,15
215,recadin no espelho,Luísa Sonza,2024-02-06,124312,77,True,single,1snE820RBNNYwpqZO8ItYf,4PzYKhC14sTJNEr0dzoo0d,funk carioca,brasil,16
216,Ritmista 1.0,DJ WN,2023-11-22,615810,82,True,single,3ZNjlT5zR0jkEVzSSZCQeJ,3joq445M6f168kb3mkp7BB,,brasil,17
217,Fronteira - Ao Vivo,Ana Castela,2023-11-17,166189,77,False,single,1xjy8WRyYUkayJcyyWQpYe,2CKOmarVWvWqkNWUatHCex,agronejo,brasil,18
218,Silverado (AgroPlay Verão),AgroPlay,2024-01-18,162194,81,False,single,26l5FAEVr9cfaILS0szvvt,0uGWkZRPp1Urk77XBrPBsZ,agronejo,brasil,19
219,Tem Café,Henry Freitas,2023-11-24,158122,84,True,single,6XvFnICxXsVc8OK4eh1E9b,6wduHvHCH5QZtWs6ULilDM,forro,brasil,20
220,Daqui pra Sempre,Manu,2023-09-22,202644,86,False,single,35D06z7kmwMmYYbyJ0BkSm,0CdnnCbbKD4oIzBmxi2o7r,arrocha,brasil,21
